id,status,timestamp,uuid,message_uuid,message_id,number_id,inserted_at,updated_at
121404643,delivered,4/2/2020 16:34:02,2785b584-d41d-452f-9951-1dd7bcbc40f8,994f8115-d94f-f343-f0f7-795e18de38ae,47972352,182,4/2/2020 16:34:04,4/2/2020 16:34:04
121404663,read,4/2/2020 16:34:28,c2f01ea5-8985-4adf-ae12-510a72295bf9,994f8115-d94f-f343-f0f7-795e18de38ae,47972352,182,4/2/2020 16:34:40,4/2/2020 16:34:40
121370160,sent,4/1/2020 2:31:29,cbdb8720-30ee-4144-96f4-6092a9b0ce42,994f8115-d94f-f343-f0f7-795e18de38ae,47972352,182,4/1/2020 2:31:29,4/1/2020 2:31:29
523246060,delivered,8/29/2023 3:31:27,268a88d4-0e40-49e7-ac6c-284c73bc2a67,8847b330-1289-336e-56f5-d4909950a689,497877760,182,8/29/2023 3:31:27,8/29/2023 3:31:27
523245973,sent,8/29/2023 3:31:25,f3a253de-3819-4f36-83a8-143d939eef02,8847b330-1289-336e-56f5-d4909950a689,497877760,182,8/29/2023 3:31:26,8/29/2023 3:31:26
523253496,read,8/29/2023 3:42:16,6af45bc5-896f-41cb-8bd7-ca8d721be83d,8847b330-1289-336e-56f5-d4909950a689,497877760,182,8/29/2023 3:42:17,8/29/2023 3:42:17
772422679,sent,12/24/2023 3:30:14,04fd5533-5e7d-4224-9d53-f532889eb54b,8552328f-1c69-fc6e-9249-5c721e8f55d4,712312064,182,12/24/2023 3:30:15,12/24/2023 3:30:15
772429767,read,12/24/2023 3:39:24,87768e3a-f5b2-4cec-b4ee-8fabfdede7ab,8552328f-1c69-fc6e-9249-5c721e8f55d4,712312064,182,12/24/2023 3:39:25,12/24/2023 3:39:25
772428181,delivered,12/24/2023 3:34:18,0d72b02a-d263-44be-9c73-db81a337b3ac,8552328f-1c69-fc6e-9249-5c721e8f55d4,712312064,182,12/24/2023 3:34:19,12/24/2023 3:34:19
797179486,sent,1/31/2024 4:24:02,35efc46e-cc95-4360-aa2e-5e566c3aa7e1,1f6b7b6b-5194-be3d-1dac-be9b5fc0946d,730270720,182,1/31/2024 4:24:03,1/31/2024 4:24:03
797268102,read,1/31/2024 6:58:27,d6f5b2e8-f480-494a-93a3-3f5203859530,1f6b7b6b-5194-be3d-1dac-be9b5fc0946d,730270720,182,1/31/2024 6:58:28,1/31/2024 6:58:28
797179496,delivered,1/31/2024 4:24:03,a5e38846-fc75-493f-bfdf-4261dee9cf08,1f6b7b6b-5194-be3d-1dac-be9b5fc0946d,730270720,182,1/31/2024 4:24:04,1/31/2024 4:24:04
877000869,read,3/17/2024 4:13:49,376aab1b-7247-4dbb-8060-34b5d178b445,35de8826-e868-eefc-4ddf-2fffa16a3870,791089152,182,3/17/2024 4:13:50,3/17/2024 4:13:50
876913150,delivered,3/17/2024 2:34:07,0bfaf89b-a9af-4791-acb6-0d3da6f25eff,35de8826-e868-eefc-4ddf-2fffa16a3870,791089152,182,3/17/2024 2:34:08,3/17/2024 2:34:08
876913118,sent,3/17/2024 2:34:07,e3f83e16-af48-4458-8522-d3c20904f037,35de8826-e868-eefc-4ddf-2fffa16a3870,791089152,182,3/17/2024 2:34:08,3/17/2024 2:34:08
833359691,read,2/21/2024 7:39:50,d0860ec0-18cd-4eec-a60c-1527081ee857,4db4c3bd-bd85-754a-2011-dacdde0fb0b5,758845952,182,2/21/2024 7:39:50,2/21/2024 7:39:50
833208891,delivered,2/21/2024 4:48:06,de472be7-048f-49ed-b45d-0fab8fc7110a,4db4c3bd-bd85-754a-2011-dacdde0fb0b5,758845952,182,2/21/2024 4:48:07,2/21/2024 4:48:07
833208869,sent,2/21/2024 4:48:05,0c81351b-34eb-4c95-b464-bd5324578f97,4db4c3bd-bd85-754a-2011-dacdde0fb0b5,758845952,182,2/21/2024 4:48:05,2/21/2024 4:48:05
778468670,sent,1/1/2024 18:30:53,1352c474-378a-40eb-9667-9ecabbb5b457,5e0757e3-2c62-b8ad-ba00-6656c3a0d288,716643072,182,1/1/2024 18:30:54,1/1/2024 18:30:54
780101611,read,1/4/2024 7:26:32,2b04a17d-6e03-4199-ab7f-a37b01c6c7d0,5e0757e3-2c62-b8ad-ba00-6656c3a0d288,716643072,182,1/4/2024 7:26:32,1/4/2024 7:26:32
778468771,delivered,1/1/2024 18:30:56,2447b7f5-7329-4366-8571-8d541d54a626,5e0757e3-2c62-b8ad-ba00-6656c3a0d288,716643072,182,1/1/2024 18:30:56,1/1/2024 18:30:56
920894453,sent,4/12/2024 15:26:03,b922b7d4-7f0d-4400-86c0-5d5a163f7308,a5ad5dc3-b0be-68b2-b5fb-b6b9f32982ca,821241600,182,4/12/2024 15:26:03,4/12/2024 15:26:03
920894474,delivered,4/12/2024 15:26:04,26f673ae-498e-437d-8d06-6e40dc019b00,a5ad5dc3-b0be-68b2-b5fb-b6b9f32982ca,821241600,182,4/12/2024 15:26:04,4/12/2024 15:26:04
920895070,read,4/12/2024 15:26:40,ac1de34a-e68a-4df0-8b8d-15d59d4fcb7b,a5ad5dc3-b0be-68b2-b5fb-b6b9f32982ca,821241600,182,4/12/2024 15:26:41,4/12/2024 15:26:41
771552877,read,12/22/2023 15:12:54,abb5251a-f86b-4f13-bc6c-eb9fe8466428,f507cb10-2e05-c74d-f6f9-b5f29ad804c7,711665664,182,12/22/2023 15:12:55,12/22/2023 15:12:55
771552870,sent,12/22/2023 15:12:54,ddff331d-a8d0-485e-8d64-afb64803d5e7,f507cb10-2e05-c74d-f6f9-b5f29ad804c7,711665664,182,12/22/2023 15:12:55,12/22/2023 15:12:55
454949449,sent,6/7/2023 4:30:02,a851a3d5-43b2-40f9-87ef-513461b2a064,b641171b-1ef9-468b-87d6-07bcc3edda9b,445001216,182,6/7/2023 4:30:03,6/7/2023 4:30:03
455625304,read,6/8/2023 8:46:52,37191cb4-74da-4cb8-aa0d-a33f6a41e55a,b641171b-1ef9-468b-87d6-07bcc3edda9b,445001216,182,6/8/2023 8:46:53,6/8/2023 8:46:53
454952219,delivered,6/7/2023 4:42:36,2fe2834d-0ac8-489b-aa81-d97826af9230,b641171b-1ef9-468b-87d6-07bcc3edda9b,445001216,182,6/7/2023 4:42:37,6/7/2023 4:42:37
771817858,sent,12/23/2023 3:30:04,a6b363be-1615-4de7-94ec-79e35849ad3a,f03198d9-0a69-74a6-437e-874d48ef5457,711864320,182,12/23/2023 3:30:04,12/23/2023 3:30:04
771817892,delivered,12/23/2023 3:30:05,204ffdd2-f76a-420b-8577-57d2701c3797,f03198d9-0a69-74a6-437e-874d48ef5457,711864320,182,12/23/2023 3:30:05,12/23/2023 3:30:05
771832051,read,12/23/2023 4:00:52,5ee8c1b8-a6df-4bad-a0ba-b25a60ce7dda,f03198d9-0a69-74a6-437e-874d48ef5457,711864320,182,12/23/2023 4:00:52,12/23/2023 4:00:52
923753262,delivered,4/15/2024 3:31:01,9b370b24-05d8-43ea-9e2a-63b744ed3a42,8e3740e7-de37-5887-d832-fb44f00bf1bb,823213312,182,4/15/2024 3:31:02,4/15/2024 3:31:02
924090706,read,4/15/2024 9:52:11,1df2f3ea-9043-4ce5-844f-4a1df48a3250,8e3740e7-de37-5887-d832-fb44f00bf1bb,823213312,182,4/15/2024 9:52:12,4/15/2024 9:52:12
923750908,sent,4/15/2024 3:30:31,bde48d74-cf0b-4733-a176-5eb1dc97ce27,8e3740e7-de37-5887-d832-fb44f00bf1bb,823213312,182,4/15/2024 3:30:32,4/15/2024 3:30:32
576730916,read,9/21/2023 3:36:25,327525b9-3772-4759-b226-6a0e35e5949f,0565cb68-e941-74c5-f194-515a33eba7e6,545080064,182,9/21/2023 3:36:26,9/21/2023 3:36:26
576642950,sent,9/21/2023 2:31:42,d1a9a0c7-e73e-4699-835c-01c177b08b03,0565cb68-e941-74c5-f194-515a33eba7e6,545080064,182,9/21/2023 2:31:43,9/21/2023 2:31:43
576643389,delivered,9/21/2023 2:31:52,8b17b305-0426-49a8-b216-f25bb281cacc,0565cb68-e941-74c5-f194-515a33eba7e6,545080064,182,9/21/2023 2:31:53,9/21/2023 2:31:53
767585475,sent,12/16/2023 18:32:36,49d0ae30-ab71-461e-bd77-574ef28845d7,ccc607a9-2feb-03d5-4723-96f71f21c39f,708791040,182,12/16/2023 18:32:37,12/16/2023 18:32:37
767616107,read,12/16/2023 19:28:25,90e922b9-c070-4340-9d73-251223d05952,ccc607a9-2feb-03d5-4723-96f71f21c39f,708791040,182,12/16/2023 19:28:26,12/16/2023 19:28:26
767586379,delivered,12/16/2023 18:32:53,0cf3c39c-36c3-4f8d-abf4-f60841eacce4,ccc607a9-2feb-03d5-4723-96f71f21c39f,708791040,182,12/16/2023 18:32:53,12/16/2023 18:32:53
868667976,sent,3/12/2024 6:16:04,d9cb05a6-dba4-46bd-b829-fc0678cf54d3,707280e0-abc7-4e90-2d5f-d10dde8d23c4,785208064,182,3/12/2024 6:16:05,3/12/2024 6:16:05
868668015,delivered,3/12/2024 6:16:06,c0753854-dba9-4de8-b2a1-6c93882e416d,707280e0-abc7-4e90-2d5f-d10dde8d23c4,785208064,182,3/12/2024 6:16:07,3/12/2024 6:16:07
875649392,read,3/16/2024 7:01:51,4812fbc5-d41c-4ec3-817f-2e5fba809846,707280e0-abc7-4e90-2d5f-d10dde8d23c4,785208064,182,3/16/2024 7:01:52,3/16/2024 7:01:52
781907458,delivered,1/7/2024 2:31:25,2c787b7c-5b44-49c6-b411-ffad3f4548f2,82c202bc-0c74-10fb-45e5-d980537215fa,719147776,182,1/7/2024 2:31:26,1/7/2024 2:31:26
781938419,read,1/7/2024 4:03:48,d82ecb80-abfb-46cd-b70b-e2257e9fe770,82c202bc-0c74-10fb-45e5-d980537215fa,719147776,182,1/7/2024 4:03:49,1/7/2024 4:03:49
430549210,read,5/17/2023 3:19:35,c19b0ced-a15e-4092-86d6-f2bd0efc93ab,63c685dd-3985-1405-f57c-026fa3c7c12c,425285120,182,5/17/2023 3:19:35,5/17/2023 3:19:35
430549207,sent,5/17/2023 3:19:34,30e8e0ea-8150-48a8-93d6-ac4bf4133029,63c685dd-3985-1405-f57c-026fa3c7c12c,425285120,182,5/17/2023 3:19:35,5/17/2023 3:19:35
913013271,delivered,4/6/2024 5:59:46,7557a6e5-7de2-4f97-a410-f2a19ef46a61,cadef0a6-6bf5-be34-2296-e94315139314,815879936,182,4/6/2024 5:59:47,4/6/2024 5:59:47
912944678,sent,4/6/2024 3:31:16,a4c30d17-6d9b-46d7-b39d-0f54637317c6,cadef0a6-6bf5-be34-2296-e94315139314,815879936,182,4/6/2024 3:31:17,4/6/2024 3:31:17
913013665,read,4/6/2024 6:00:32,3d8489c8-0705-4ffe-959e-a5d4ca768ddf,cadef0a6-6bf5-be34-2296-e94315139314,815879936,182,4/6/2024 6:00:33,4/6/2024 6:00:33
892427582,sent,3/25/2024 3:31:26,5c10f967-151f-46ed-a98c-e10fa03f55d5,cf73617f-5325-7541-8104-82185727821f,801921792,182,3/25/2024 3:31:27,3/25/2024 3:31:27
892483422,read,3/25/2024 4:51:01,d0ac3a85-a995-4211-b550-bc74264d687c,cf73617f-5325-7541-8104-82185727821f,801921792,182,3/25/2024 4:51:01,3/25/2024 4:51:01
892483288,delivered,3/25/2024 4:50:50,c70f8727-541d-4d41-a65f-a82c056bcf8c,cf73617f-5325-7541-8104-82185727821f,801921792,182,3/25/2024 4:50:51,3/25/2024 4:50:51
444508667,sent,5/27/2023 2:32:23,0797d107-2fe2-41ca-93a2-28ae4691e140,7fee4225-f5bf-d5bb-09e9-a6fc854066a6,436821248,182,5/27/2023 2:32:23,5/27/2023 2:32:23
444599563,delivered,5/27/2023 5:20:19,c5204d71-efc1-42b9-9420-934d79cf9733,7fee4225-f5bf-d5bb-09e9-a6fc854066a6,436821248,182,5/27/2023 5:20:19,5/27/2023 5:20:19
444600032,read,5/27/2023 5:20:59,f96ded11-1d3d-41d3-afdd-e357c1b5a568,7fee4225-f5bf-d5bb-09e9-a6fc854066a6,436821248,182,5/27/2023 5:20:59,5/27/2023 5:20:59
765300572,read,12/13/2023 23:51:59,48399dd3-1736-4cb2-81e3-4a5c6795c482,c6bff02c-7072-5f9d-d26a-b3ba8303c5f3,706765056,182,12/13/2023 23:51:59,12/13/2023 23:51:59
764855822,delivered,12/13/2023 12:55:04,f1f34802-eb5e-4a8b-b1ed-ea83b6f2b4ed,c6bff02c-7072-5f9d-d26a-b3ba8303c5f3,706765056,182,12/13/2023 12:55:05,12/13/2023 12:55:05
764855773,sent,12/13/2023 12:55:02,cd59da04-e879-4c15-9016-2b50a36afca9,c6bff02c-7072-5f9d-d26a-b3ba8303c5f3,706765056,182,12/13/2023 12:55:02,12/13/2023 12:55:02
